"ori","agency","weight","tot"
"TX1083200","SULLIVAN CITY POLICE DEPARTMENT",2.55535339031275,2
"MN0700300","NEW PRAGUE PD",2.56333998578421,1
"MA0091000","BURLINGTON PD",2.5681587397022,2
"MN0840100","BRECKENRIDGE PD",2.5687870002869,1
"NV0030000","DOUGLAS CO SO MINDEN",2.57521622639,2
"SC0070200","BLUFFTON PD",2.57857039094687,2
"NB0760200","CRETE PD",2.58127110675683,2
"WA0130300","QUINCY PD",2.58250771000484,2
"TX1080100","ALAMO PD",2.58313856440651,2
"OH0790000","TUSCARAWAS",2.58609392849663,1
"TX1710000","MOORE CO SO DUMAS",2.58674684386325,2
"KY0570000","JESSAMINE CO SO NICHOLASVILLE",2.59138978550431,2
"ME0161400","WELLS PD",2.59324999812924,2
"TX1630300","HONDO PD",2.59349553735839,2
"NC0130000","CABARRUS CO SO CONCORD",2.60021645122588,2
"OH0100000","CARROLL",2.60107273443569,1
"MI4972400","SAINT IGNACE PD",2.60186239663676,1
"CA0360300","COLTON PD",2.60238103584793,2
"CA0199925",NA,2.60287127996605,2
"MA0145500","WEST BOYLSTON PD",2.61139274908038,2
"NM0050000","CURRY CO SO CLOVIS",2.6118163134155,2
"TX2450200","RAYMONDVILLE PD",2.61427588462836,2
"CA030430X","LAKE FOREST",2.61789033859069,2
"NJ0043200","STRATFORD PD",2.61869717358599,2
"IL0450400","EAST DUNDEE PD",2.62185607204289,2
"TX0270100","BURNET PD",2.62213259766983,2
"NY0136500","HYDE PARK TOWN PD HYDE PARK",2.62243001264731,2
"GA1200000","RANDOLPH CO SO CUTHBERT",2.62848397126613,2
"NC0790000","ROCKINGHAM CO SO WENTWORTH",2.63287619545974,2
"NC0970200","WILKESBORO PD",2.63369488584844,2
"WA0180700","BAINBRIDGE ISLAND POLICE DEPARTMENT",2.63472973744481,1
"NB0550000","LANCASTER CO SO LINCOLN",2.64140242479534,1
"WI0560700","NORTH HUDSON PD",2.64140242479534,1
"WIDI01200","ST CROIX TRIBAL POLICE DEPARTMENT",2.6439629028123,1
"TX1550200","BEVERLY HILLS DPS POLICE",2.64427616499919,2
"TX0700800","RED OAK POLICE DEPARTMENT",2.64512711224578,2
"TX2210300","MERKEL PD",2.64877413557723,2
"IL0491400","MUNDELEIN PD",2.65260849905211,2
"TN0540200","ENGLEWOOD PD",2.65426716490296,1
"TX2200500","BLUE MOUND PD FORT WORTH",2.65528505368341,2
"MN0180400",NA,2.65554369320954,1
"MO0870000","RALLS",2.65574494415194,2
"WI041249E",NA,2.65581767843606,2
"AL0190100","ELBA PD",2.65645583276348,2
"AZ0020500","DOUGLAS PD",2.65798289958812,2
"LA0190000","EAST FELICIANA CO SO CLINTON",2.66274444178694,2
"NJ0021000","DUMONT PD",2.66526253218052,2
"KS0050000","BARTON CO SO GREAT BEND",2.67396893943567,2
"TX0611200","FLOWER MOUND PD FLOWER MOUND",2.67428689543438,2
"TX0750000","FAYETTE CO SO LA GRANGE",2.67948177049637,2
"NC0450000","HENDERSON CO SO HENDERSONVILLE",2.67995832991867,2
"SD0400100","DEADWOOD PD",2.68418992716418,1
"GA0810100","LOUISVILLE PD",2.68442082369506,2
"UT0061000","WOODS CROSS PD",2.6894162678611,2
"TX1400000","LAMB CO SO LITTLEFIELD",2.69437818891587,2
"VA0710000","PITTSYLVANIA CO SO CHATHAM",2.69707884803025,2
"CT0008400","MILFORD PD",2.69771736877378,2
"MN0590000","PIPESTONE CO SO PIPESTONE",2.70110016033137,1
"WA0390400","UNION GAP PD",2.7025724744547,2
"MA0090100","ACTON PD",2.70345399215401,2
"AZ0131300","CAMP VERDE MARSHALS OFFICE CAMP VERDE",2.70474565828812,2
"NB0770100","BELLEVUE PD",2.7052987972186,2
"NJ0040700","BROOKLAWN PD",2.70599402922952,2
"IA0480100","MARENGO",2.70758981535813,2
"KY1180100","CORBIN PD",2.70893484749607,2
"CO0230000","GARFIELD",2.71143783942478,2
"NC0510800","SELMA PD",2.71206281887058,2
"MA0070600","EAST LONGMEADOW PD",2.71209373642895,2
"MI0310300","ALLEGAN CO SO ALLEGAN",2.71327304870946,2
"NC0830100","LAURINBURG PD LAURINBURG",2.71452005572946,2
"SC0460100","CLOVER PD",2.71457425505936,2
"TX1520300","SHALLOWATER PD",2.71778601506499,2
"AZ0111200","SUPERIOR PD",2.71915306944772,2
"CO0190600","AVON",2.71940904116148,2
"CO0590000","SUMMIT",2.7208007982211,2
"IL1010500","ROCKTON PD",2.72206273911071,2
"MI5915900","MONTCALM CO SO STANTON",2.72803745242457,2
"FL0133900","MICCOSUKEE PUBLIC SAFETY DEPT MIAMI",2.72913861437879,2
"AL0100200","GEORGIANA PD",2.72963536140883,2
"AL0110100","ANNISTON PD",2.72992397250907,2
"TX0880000","GOLIAD COUNTY SHERIFFS OFFICE",2.73043345359936,2
"GA1590100","SYLVESTER PD",2.7325852566354,2
"NY0595300","GREENBURGH TOWN PD WHITE PLAINS",2.73279372006633,2
"UT0040300","HELPER PD",2.73320830842704,2
"TX0890000","GONZALES CO SO GONZALES",2.73325588238863,2
"GA0605800","JOHNS CREEK POLICE DEPARTMENT",2.73363515868694,2
"GA0440600","DORAVILLE PD",2.7336966589419,2
"CO0230300","RIFLE",2.73386932039067,2
"GA0450100","EASTMAN PD",2.73402982252883,2
"TX0791200","ARCOLA PD",2.73451356770448,2
"GA0320100","HOMERVILLE PD",2.73637925501245,2
"KY1090100","CAMPBELLSVILLE PD",2.7376188828195,2
"KY0470300","VINE GROVE PD",2.73790399185901,2
"NJ0110600","HOPEWELL TWP PD TITUSVILLE",2.73897175609336,2
"NJ0042300","MAGNOLIA PD",2.7396370105512,2
"IL0030100","GREENVILLE PD",2.74007685803526,2
"WI0320100","LA CROSSE PD",2.7418739215417,2
"AL0590300","MONTEVALLO PD",2.74209548326667,2
"MA0121800","NORWELL PD",2.74324386881088,2
"OK0060100","WATONGA",2.74414553090583,2
"OK0681200","MULDROW",2.74482138894,2
"SC0390200","CLEMSON PD",2.74634564543496,2
"MA0051500","LYNNFIELD PD",2.74705848071926,2
"NJ0161600","WOODLAND PARK PD",2.74869485346834,2
"SC0450000","WILLIAMSBURG CO SO KINGSTREE",2.74918828784472,2
"ME0050000","HANCOCK CO SO ELLSWORTH",2.75028984602053,2
"NJ0161500","WEST MILFORD PD",2.75107511206976,2
"TX0600000","DELTA CO SO COOPER",2.7515135422581,2
"ME0120000","SAGADAHOC CO SO BATH",2.75287792441064,2
"TX1330000","KERR CO SO KERRVILLE",2.75780842245125,2
"NH0082200","EXETER PD",2.75810676311798,2
"LA0500000","ST MARTIN CO SO ST MARTINVILLE",2.75907918481811,2
"AL0590600","PELHAM PD",2.7594730801734,2
"MD0010000","ALLEGANY CO SO CUMBERLAND",2.76017571697415,2
"NM0140400","CAPITAN PD",2.76029811821619,2
"ID0110100","BONNERS FERRY PD",2.76109827835,1
"WVWSP1600","STATE POLICE HAMLIN",2.76118560891348,2
"OH0040000","ASHTABULA",2.76233471811741,2
"NC0940100","PLYMOUTH PD",2.76259992629941,2
"NJ0133700","TOWNSHIP OF OCEAN PD",2.76314637378547,2
"OK0360100","BLACKWELL",2.7633299203514,2
"ME0010500","LISBON POLICE DEPARTMENT",2.76403255735561,2
"TX0860000","GILLESPIE CO SO FREDERICKSBURG",2.76572550478732,2
"AL0020500","SARALAND PD",2.76651410378152,2
"MA0080200","BELCHERTOWN PD",2.76659100843718,2
"TX0430000","COLLIN COUNTY SHERIFFS OFFICE",2.76661491683756,2
"OK0490000","MAYES",2.76684955199287,1
"CO0450100","LA JUNTA",2.76687921911508,2
"NC0870000","SWAIN CO SO BRYSON CITY",2.77008207170272,2
"MA0121200","KINGSTON PD",2.77132260554592,2
"AL0390200","BRIDGEPORT PD",2.77145342867276,2
"TX2010000","RUSK CO SO HENDERSON",2.77511930065399,2
"MA0120700","HALIFAX PD",2.77796380720281,2
"AL0620200","DADEVILLE PD",2.77818404620849,2
"SC0050100","BAMBERG PD",2.77850802996589,2
"KY0220000","CARTER CO SO GRAYSON",2.77857482951945,2
"MS0610500","RICHLAND PD",2.77933189398932,2
"NH0062600","HOLLIS",2.78009244835671,2
"RI0050400","WESTERLY PD",2.78075165499851,2
"TN0220300","WHITE BLUFF PD",2.78105075009175,2
"SC0060100","BARNWELL PD",2.78125390865105,2
"TN0550100","SELMER PD",2.78154752730301,2
"SC0381100","SANTEE PD",2.78202069833366,2
"OK0260000","GRADY",2.78302440611731,2
"TN0580300","JASPER TOWN PD JASPER",2.78496215553381,2
"NC0010200","ELON POLICE DEPARTMENT",2.78605748780441,2
"DE0030700","REHOBOTH BEACH PD",2.78663159834232,2
"TN0380000","HAYWOOD CO SO BROWNSVILLE",2.7866884555123,2
"ID0420400","FILER PD",2.78714327030796,2
"OK0710000","TILLMAN",2.78754684091017,2
"NJ0026800","WOODCLIFF LAKE PD",2.78868530835495,2
"TX0432600","CITY OF ANNA POLICE DEPARTMENT",2.78928505737713,2
"CA0193400","IRWINDALE PD",2.78954814211842,2
"ME0060800","WINTHROP PD",2.79261674976557,2
"VA0820100","BRIDGEWATER PD",2.79476672588076,2
"NJ0050200","CAPE MAY PD",2.79544991808931,2
"ID0270000","JEROME CO SO JEROME",2.79551357564902,2
"IA0920100","WASHINGTON PD",2.795704766365,2
"OK0730300","COWETA",2.7969159217267,2
"KY1070000","SIMPSON CO SO FRANKLIN",2.79751825154511,2
"TN0620200","MADISONVILLE PD",2.79797361447937,2
"SC0200100","WINNSBORO PD",2.79971066574176,2
"TX0670100","CISCO PD",2.80106665094543,2
"OK0360000","KAY",2.80198065594637,2
"AL0160200","THOMASVILLE PD",2.80308910064443,2
"OK0020100","CHEROKEE",2.80347493944277,2
"MD0120000","GARRETT CO SO OAKLAND",2.80514438225128,2
"SC0360100","NEWBERRY PD",2.80654815853415,2
"OK0720200","COLLINSVILLE",2.8069117028897,2
"NC0920600","KNIGHTDALE PD",2.80702246652236,2
"GA1080000","OCONEE CO SO WATKINSVILLE",2.80775016510246,2
"NH0083000","HAMPTON PD",2.80862136900008,2
"GA1500100","SANDERSVILLE PD",2.80894738208087,2
"NC0280100","KILL DEVIL HILLS PD",2.80925095864867,2
"NY0380100","ONEONTA CITY PD ONEONTA",2.81037244871505,2
"OH0311900","LOCKLAND",2.8109817848032,2
"TN0090100","HUNTINGDON PD",2.81158400942344,2
"SC0270200","RIDGELAND PD",2.81168959026837,2
"NC0440100","CANTON PD",2.811703235245,2
"NC0921300","MORRISVILLE PD",2.81260319110948,2
"NH0082400","FREMONT PD",2.81291492612977,2
"MI7929000","CARO PD",2.8129277275323,1
"OK0100000","CARTER",2.8138712887877,2
"CA0019990",NA,2.81423902794344,1
"CT0014800","WALLINGFORD PD",2.81441864506282,2
"IL0169B00","WHEELING PD",2.81492147369646,2
"IL0493000","LINDENHURST PD",2.81495126422209,2
"TX0791400",NA,2.81658608910306,2
"SC0060200","WILLISTON PD",2.81677820285136,2
"VA0190000","CHARLES CITY COUNTY SO CHARLES CITY",2.81710915617412,2
"OK0190200","DRUMRIGHT",2.81717189967505,2
"NC0920800","WENDELL PD",2.81734419912111,2
"MA0053000","SAUGUS PD",2.81746367128982,2
"GA0710000","HARALSON CO SO BUCHANAN",2.81801665216851,2
"MI7386300","BRIDGEPORT TWP PD BRIDGEPORT",2.818175101736,2
"NJ0141200","HANOVER TWP PD WHIPPANY",2.81824972089683,2
"TX2200400","BENBROOK POLICE DEPT",2.81863626839512,2
"IL0166A00","SOUTH CHICAGO HEIGHTS PD CHICAGO HEIGHTS",2.81921423238692,2
"TX0920600","WHITE OAK PD",2.81943239491792,2
"IL0166C00","UNIVERSITY OF ILLINOIS PD CHICAGO",2.81955044093634,2
"CA0121100","DEPT OF PARKS & REC KLAMATH DIST EUREKA",2.82004971667627,2
"TX1660200","ROCKDALE PD",2.82132476584722,2
"MO0780000","PEMISCOT",2.82181461268342,2
"FL0010600","UNIVERSITY OF FLORIDA PD GAINESVILLE",2.82252285853009,2
"MS0240300","LONG BEACH PD",2.82314769247366,2
"SD0230200","HOT SPRINGS PD",2.8237211490174,2
"NC0360100","BELMONT PD",2.82439653443463,2
"ME0160200","KITTERY PD",2.82606278099882,2
"SD0400300","SPEARFISH PD",2.8265326393138,2
"MI4748200","HOWELL PD",2.82735219676438,2
"MN0870200","GRANITE FALLS PD",2.82739755236728,2
"AL0610400","LINCOLN PD",2.82778462342971,2
"MA0051200","IPSWICH PD",2.82788028547636,2
"NC0070100","WASHINGTON PD",2.82924955045591,2
"MI2202200","SP: DICKINSON COUNTY",2.82944100820928,2
"MI5070800","ROMEO PD",2.82963299834264,2
"NJ0011200","HAMILTON TWP PD MAYS LANDING",2.82999346127171,2
"VA0650000","NORTHAMPTON CO SO EASTVILLE",2.83078763918636,2
"IA0760000","POCAHONTAS CO SO POCAHONTAS",2.83135197501703,2
"OK0410100","CHANDLER",2.83173262795752,2
"OH0550400","TROY",2.83312060997522,2
"WA0310500","MARYSVILLE PD",2.83330018497987,2
"GA0560300","TYRONE PD",2.83359407388563,2
"AL0390300","STEVENSON PD",2.83382428122761,2
"MS0810100","WATER VALLEY PD",2.83401472811905,2
"KY0980100","PIKEVILLE PD",2.83448415362187,2
"MO0240500","KEARNEY",2.83607000164742,2
"MO0950D00","LAMBERT-ST LOUIS INT AIR",2.83626129150314,2
"NC0590000","MARTIN CO SO WILLIAMSTON",2.83628155196849,2
"KYKSP0600","SP DRY RIDGE",2.83657088427573,2
"NC0920900","ZEBULON PD",2.83660589130365,2
"VA0180100","HILLSVILLE PD",2.83677222770833,2
"VA0040000","AMELIA CO SO AMELIA",2.83721489208215,2
"CO0450200","ROCKY FORD",2.83756081135828,2
"NH0011400","LACONIA PD",2.83787066046103,2
"NC0740100","AYDEN PD",2.83844814621467,2
"WI0451200","ONEIDA POLICE DEPARTMENT",2.83866069830293,2
"MA0020900","GREAT BARRINGTON PD",2.83901381907126,2
"VA1300700","OLD DOMINION UNIVERSITY PD NORFOLK",2.8391493469763,2
"NC0810100","FOREST CITY PD",2.84063344337477,2
"TN0199E00","VANDERBILT UNIVERSITY",2.8411795149766,2
"WV0180000","JACKSON CO SO RIPLEY",2.8411810454039,2
"TN0240100","SOMERVILLE PD",2.84310087764575,2
"KY0510000","HENDERSON CO SO HENDERSON",2.8434215627898,2
"SD0110000","CHARLES MIX CO SO LAKE ANDES",2.84494120346458,2
"KY1150100","SPRINGFIELD PD",2.84530809431705,2
"MO0710200","VERSAILLES",2.84557803011015,2
"IL0600200","BETHALTO PD",2.84624618563358,2
"TX1440000","LEE CO SO GIDDINGS",2.84677536502942,2
"WI0050800","ASHWAUBENON PD GREEN BAY",2.84718049961319,2
"GA1070100","COVINGTON PD",2.8486897048696,2
"NC0440200","WAYNESVILLE PD",2.84917063744812,2
"AL0130100","CENTRE PD",2.84919497605882,2
"IN0640600","PORTER PD CHESTERTON",2.85014536802837,2
"KS0190000","CRAWFORD CO SO GIRARD",2.85135771600966,2
"CT0000200","ANSONIA PD",2.85201693300239,2
"VT0041000","WILLISTON PD",2.85212259623031,2
"TX0432000","LAVON POLICE DEPARTMENT LAVON",2.852411199399,2
"VA0370000","GOOCHLAND CO SO GOOCHLAND",2.852411199399,2
"WVWSP2600","STATE POLICE MARTINSBURG",2.85305402982002,2
"TN0250100","JAMESTOWN PD",2.85309636901691,2
"CO0622800","SEVERANCE",2.85326384395487,2
"OK0220000","DEWEY",2.85336486313992,2
"MA0141400","EAST BROOKFIELD PD",2.85410551867989,2
"NH0082600","GREENLAND PD",2.85629944143622,2
"VA0900000","SURRY CO SO SURRY",2.85701065879095,2
"NB0340100","BEATRICE PD",2.85748519234023,2
"CA0271700","DEPT OF PARKS & REC MONTEREY MONTEREY",2.85760748188646,1
"RI0050600","HOPKINTON PD",2.85824945145588,2
"NC0020000","ALEXANDER CO SO TAYLORSVILLE",2.85884712726455,2
"NC0180400","NEWTON PD",2.85884712726455,2
"UT0110000","IRON CO SO CEDAR CITY",2.85940980230339,2
"CA0342000","CA STATE FAIR PD SACRAMENTO",2.86040466735278,2
"UT0290300","SOUTH OGDEN PD",2.86096608676598,2
"AL0130200","CEDAR BLUFF PD",2.86118082460697,2
"TN0930100","SPARTA PD",2.86148657910548,2
"NC0980000","WILSON CO SO WILSON",2.86307339142724,2
"IL0992000","UNIVERSITY PARK PD",2.86311354351599,2
"AL0020400","CITRONELLE PD",2.86336989797735,2
"MA0060700","DEERFIELD PD",2.8648310266261,2
"NV0070100","WINNEMUCCA PD",2.86521056071112,2
"MI5215200","MARQUETTE CO SO MARQUETTE",2.86604480703764,2
"VT0140100","LUDLOW PD",2.86616179830171,2
"NH0033800","SWANZEY",2.86726464341117,2
"OK0320200","WETUMKA",2.86852492400582,2
"MI6326100","BLOOMFIELD HILLS PD",2.86869241766271,2
"OH0780200","HUBBARD",2.86911598681817,2
"WA0271300","ORTING PD",2.86947314309295,2
"KY0930400","OLDHAM COUNTY PD LA GRANGE",2.86948942937023,2
"NY0560100","GLENS FALLS CITY PD GLENS FALLS",2.86949274466077,2
"SC0360200","WHITMIRE PD",2.86953792615659,2
"IA0490100","MAQUOKETA PD",2.86993945443943,2
"MN0420000","LYON CO SO MARSHALL",2.87098162262581,2
"TX0611400","AUBREY",2.87334283273813,2
"AR0020200","HAMBURG PD",2.87371196321022,2
"TN0080100","WOODBURY PD",2.87404831073552,2
"CO0040000","ARCHULETA",2.87424904800408,2
"CO0340400","BAYFIELD",2.87424904800408,2
"NY0357100","DEERPARK TOWN PD HUGUENOT",2.87445579160238,2
"CT0000700","BERLIN PD",2.8752272794921,2
"MA0052400","NORTH ANDOVER PD",2.87529884964393,2
"KY0890000","MUHLENBERG CO SO GREENVILLE",2.87530710299213,2
"AL0230300","FLORALA PD",2.87557130277753,2
"RI0030200","MIDDLETOWN PD",2.87586071451859,2
"MO0740000","NODAWAY",2.87619867465838,2
"MA0050700","GEORGETOWN PD",2.87822658342,2
"IA0200000","CLARKE CO SO OSCEOLA",2.87843247006627,2
"WA0390300","TOPPENISH PD",2.87913277172402,2
"IL0490700","HIGHLAND PARK PD",2.87921064873577,2
"AR0090200","EUDORA PD",2.88067965272793,2
"IL0540200","LINCOLN PD",2.8807660125766,2
"OH0760100","ALLIANCE",2.88196056317055,2
"NC0010300","GRAHAM PD",2.88216432252934,2
"NJ0151400","LAKEWOOD TOWNSHIP PD",2.88245890117732,2
"ID0240000","GOODING CO SO GOODING",2.88257113754198,2
"AL0140300","JEMISON PD",2.884435501435,2
"OR0300000","UMATILLA",2.88523503917063,2
"MI7372000","SAINT CHARLES PD",2.88589308765582,2
"IA0120000","BUTLER CO SO ALLISON",2.88669381756446,2
"IA0440100","MT PLEASANT PD",2.88669381756446,2
"OR0290000","TILLAMOOK",2.88735536050117,2
"MN0190000","DAKOTA CO SO HASTINGS",2.88757217587284,2
"MO1070300","HOLLISTER",2.88760945583357,2
"MA0141900","HARVARD PD",2.8885721264785,2
"MO0020100","SAVANNAH",2.89019240705114,2
"TX1750100","CORSICANA PD",2.89188162903051,2
"OH0720300","FREMONT",2.8953662668446,2
"MA0010800","HARWICH PD",2.89671196780113,2
"WVWSP2100","STATE POLICE KINGWOOD",2.89696842226321,2
"OH0460000","LOGAN",2.89702250314213,2
"MS0640200","MENDENHALL PD",2.89755464597579,2
"TX2000100","BALLINGER PD",2.89821534941645,2
"MDMSP0200",NA,2.89854262356163,2
"OK0681600","VIAN",2.8996958978098,2
"MA0011100","PROVINCETOWN PD",2.8998881732264,2
"IL0140300","CARLYLE PD",2.90095642801603,2
"SC0070100","BEAUFORT PD",2.90177305897796,2
"OH0251100","WHITEHALL",2.90196366750937,2
"SC0260800","SURFSIDE PUBLIC SAFETY",2.90221763048479,2
"MI3103100","SP: HOUGHTON COUNTY",2.90683940463254,2
"MO0220300","OZARK",2.90683940463254,2
"OH0290100","FAIRBORN",2.90705836143892,2
"OH0450100","NEWARK",2.90706984369296,2
"IA0230200","CAMANCHE PD",2.90730973590591,2
"SC0010200","CALHOUN FALLS PD",2.90759424907835,2
"NM0090200","BAYARD PD",2.90786364811554,2
"TX2300200","GILMER PD",2.90794622248554,2
"TN0430200","NEW JOHNSONVILLE PD",2.90827989832462,2
"CA0159920",NA,2.90897183724407,1
"WI0050100","DE PERE PD",2.90956481431999,2
"VA0670000","NOTTOWAY CO SO NOTTOWAY",2.91016546104924,2
"OK0720400","SKIATOOK",2.9103457747427,2
"IL0270000","FORD CO SO PAXTON",2.91074081796682,2
"OR021SP00","SP: LINCOLN COUNTY",2.91083154548537,2
"AL0280200","COLLINSVILLE PD",2.91293300488565,2
"LA0100500","WESTLAKE PD",2.91357865464488,2
"NC0370000","GATES CO SO GATESVILLE",2.91359634647875,2
"IA0910300","CARLISLE PD",2.91414664395873,2
"AR0170000","CRAWFORD CO SO VAN BUREN",2.9149908955777,2
"NJ0030600","BURLINGTON TWP PD BURLINGTON",2.91650849138526,2
"TX0110100","BASTROP PD",2.9165329446836,2
"PA024SP00","SP: ELK COUNTY",2.91682981529173,2
"PA0210500","WEST SHORE REGIONAL POLICE DEPARTMENT",2.91728629155701,2
"KS0300100","OTTAWA POLICE DEPARTMENT OTTAWA",2.91789959689622,2
"KY1040200","RUSSELL SPRINGS PD",2.91821175575034,2
"WA0342000",NA,2.91863010006762,2
"VA0780000","RAPPAHANNOCK COUNTY SHERIFF'S OFFICE",2.91890258394543,2
"ND0250000","MCHENRY CO SO TOWNER",2.91910217665361,2
"NC0190100","SILER CITY PD",2.91925366592612,2
"NJ0133000","ABERDEEN TWP PD ABERDEEN",2.91938007528439,2
"NJ0026500","WALLINGTON PD",2.92041399901448,2
"IL0720100","BARTONVILLE PD",2.9208577436568,2
"WA0070000","COLUMBIA CO SO DAYTON",2.92098300576273,2
"OH0590000","MORROW",2.92130468159296,2
"MN0290100","PARK RAPIDS PD",2.92138664958506,2
"NC0160100","BEAUFORT PD",2.92208020459334,2
"MS0430100","BROOKHAVEN PD",2.92278682282067,2
"SD0540200","SISSETON TRIBAL PD SISSETON",2.9233434976279,2
"IL0501000","STREATOR PD",2.92335529061385,2
"TN0770100","DUNLAP PD",2.92433393018701,2
"WI0560200","NEW RICHMOND PD",2.92513221931366,2
"NM0320700","BOSQUE FARMS PD",2.92674701450167,2
"PA0020200","BELLEVUE BOROUGH POLICE DEPARTMENT PITTSBURGH",2.92743905660091,2
"MI0700700","SP: BARAGA COUNTY",2.92801433999298,2
"TN0260400","DECHERD PD",2.92807587423507,2
"WIDI01100",NA,2.92906314362385,2
"OH0420000","KNOX",2.92941644615553,2
"MI1511500","CHARLEVOIX CO SO CHARLEVOIX",2.93027788782299,2
"TX0201400","WEST COLUMBIA PD",2.93051086166252,2
"GA0360000","COLUMBIA CO SO APPLING",2.93089468823474,2
"MS0170300","HERNANDO PD",2.93514625715461,2
"MS0750100","VICKSBURG PD",2.93531383671684,2
"VA1180000","NORTON PD",2.93554210165141,2
"MI6338800","FARMINGTON PD",2.93566657531601,2
"OH0313000","ST. BERNARD",2.93671850062796,2
"OH0180200","BEACHWOOD",2.93821951883017,2
"TX2370900","PRAIRIE VIEW A & M UNIVERSITY PD PRAIRIE VIEW",2.93822319922154,2
"NJ0032000","MAPLE SHADE TWP PD MAPLE SHADE",2.93832101554543,2
"TN0260500","ESTILL SPRINGS PD",2.93863865569253,2
"WA0140100","ABERDEEN PD",2.93918165239554,2
"AL0640300","CORDOVA PD",2.93956168098838,2
"TX2120500","WHITEHOUSE PD",2.93971813079687,2
"NC0950000","WATAUGA CO SO BOONE",2.94020086693031,2
"OK0600100","CUSHING",2.94085617685144,2
"WA0090200","EAST WENATCHEE PD",2.94142659514747,2
"ORDI01400","GRAND RONDE TRIBAL",2.94146982011823,1
"IA0890000","VAN BUREN CO SO KEOSAUQUA",2.94175102561093,2
"CT0000900","BETHEL PD",2.94184390268919,2
"NC0310000","DUPLIN CO SO KENANSVILLE",2.94237235121375,2
"GA0710200","TALLAPOOSA PD",2.94242183450485,2
"GA1350100","DAWSON PD",2.94349156600909,2
"MO0930000","ST. CLAIR",2.94395877442128,2
"KY0540100","MADISONVILLE PD",2.94531366147063,2
"NY0180000","GENESEE CO SHERIFF'S DEPARTMENT BATAVIA",2.94540660545688,2
"MI4786500","GREEN OAK TWP PD BRIGHTON",2.94567692932171,2
"WV0540200","VIENNA PD",2.94669888082397,2
"AL0420000","LAWRENCE CO SO MOULTON",2.94718864341183,2
"AL0090100","UNION SPRINGS PD",2.9472928817051,2
"MIDI07000","PD NOTTAWASEPPI HURON BAND POTAWATOMI INDIANS",2.94771243989577,2
"MS0610600","FLORENCE PD",2.94991828705338,2
"MA0040500","OAK BLUFFS PD",2.95108659968989,2
"KY1110100","CADIZ PD",2.95201382371365,2
"IA0460000","HUMBOLDT CO SO HUMBOLDT",2.95221886837161,2
"CO0620700","ERIE",2.95229514628343,2
"KY0150500","HILLVIEW CITY PD SHEPHERDSVILLE",2.95249420486078,2
"MO0850300","RICHLAND",2.95307140171108,1
"AL0460000","MACON CO SO TUSKEGEE",2.95327987635729,2
"OK0320100","HOLDENVILLE",2.95389330116479,2
"MS0370100","PURVIS PD",2.95442842294012,2
"MS0360000","LAFAYETTE CO SO OXFORD",2.9552505299233,2
"NC0280000","DARE CO SO MANTEO",2.9552505299233,2
"ME0070200","ROCKLAND PD",2.95536401961034,2
"OH0760300","CANAL FULTON",2.95686055214945,2
"VA0280200","TAPPAHANNOCK PD",2.95809378476942,2
"AR0140000","COLUMBIA CO SO MAGNOLIA",2.95843090910414,2
"OH0021100","SHAWNEE TOWNSHIP",2.9585502538068,2
"MI1187100","CHIKAMING TOWNSHIP PD LAKESIDE",2.95895205207411,2
"IL0163000","ELK GROVE VILLAGE PD",2.95959919272104,2
"MI5605600","SP: MIDLAND COUNTY",2.96017565832691,2
"IA0100000","BUCHANAN CO SO INDEPENDENCE",2.96154781671847,2
"MS0100000","CHOCTAW CO SO ACKERMAN",2.96164582924507,2
"CT0002500","CHESHIRE PD",2.9617861204652,2
"OK0491500","SALINA",2.96285701161887,2
"OR0220300","LEBANON",2.96296824460277,2
"AL0670300","ADDISON PD",2.96329237064899,2
"TX1020000","HARRISON CO SO MARSHALL",2.9636416867512,2
"CA0409945",NA,2.9637254524442,2
"IA0750100","LE MARS PD",2.96392136525679,2
"IL0560900","LAKE IN THE HILLS PD ALGONQUIN",2.96454537963013,2
"OK0010000","ADAIR",2.96475565519891,2
"OR0040000","CLATSOP",2.96477131437055,2
"KYKSP0200","SP MADISONVILLE",2.96508236172464,2
"WI0420000","MONROE CO SO SPARTA",2.96519714589521,2
"KY0020100","SCOTTSVILLE PD",2.96550508909742,2
"ND0300000","MORTON CO SO MANDAN",2.96556979298981,2
"SC0230100","FOUNTAIN INN PD",2.96628522573017,2
"LA0091000","GREENWOOD",2.96695816776338,2
"NC0930000","WARREN CO SO WARRENTON",2.96705989366607,2
"DE0010200","HARRINGTON PD",2.96765280999946,2
"TX0620100","CUERO PD",2.96841019363677,2
"CA037A500","CITY OF SOLANA BEACH POLICE DEPARTMENT",2.96902217279986,2
"KY0190300","DAYTON PD",2.96924749154811,2
"WV0090000","DODDRIDGE CO SO WEST UNION",2.96941668672327,2
"KYKSP1200","SP FRANKFORT",2.97040433566382,2
"OK0760100","ALVA",2.97161899032338,2
"MA0010200","BOURNE PD BUZZARDS BAY",2.9717425516363,2
"WI0230000","GREEN CO SO MONROE",2.97246612437237,2
"GA1290000","SUMTER CO SO AMERICUS",2.97434449487223,2
"ME0031500","WINDHAM PD",2.97554391577992,2
"KS0630000","MONTGOMERY CO SO INDEPENDENCE",2.97680828962476,2
"AL0012900","KIMBERLY PD",2.97768166143399,2
"MI6171000","ROOSEVELT PARK PD ROOSEVELT PARK",2.97811230990335,2
