"ori","agency","weight","tot"
"WI0600000","SHEBOYGAN CO SO SHEBOYGAN",12.2158591796132,8
"ME0030500","PORTLAND PD",12.2267507871124,8
"FL0600000","SUMTER CO SO BUSHNELL",12.2285189826019,9
"OH0730200","PORTSMOUTH",12.2319000930229,8
"WA0174800","COVINGTON POLICE DEPARTMENT",12.2459258988674,8
"MA0011200","SANDWICH PD",12.249926530141,8
"MI8308300","SP: WEXFORD COUNTY",12.2526839303997,8
"TX1090000","HILL CO SO HILLSBORO",12.2545373023794,8
"NH0071600","CONCORD PD",12.2590717794249,7
"GA0330400","SMYRNA PD",12.261746603401,9
"NJ0070200","BLOOMFIELD PD",12.2887634596476,9
"NC0010000","ALAMANCE CO SO GRAHAM",12.3113757581968,9
"TN0870000","UNION CO SO MAYNARDVILLE",12.3257836565093,8
"TN0330600","SODDY-DAISY PD",12.3369734254472,8
"MO0550000","LAWRENCE",12.3401225496371,8
"OH0090300","MIDDLETOWN",12.3497560922152,7
"TX0490000","COOKE CO SO GAINESVILLE",12.3502055868077,8
"UT0220000","SUMMIT CO SO COALVILLE",12.3642435666864,8
"MT0250100","HELENA PD",12.3655693970386,8
"OK0550800","WARR ACRES",12.3720236835136,8
"PA039SP00","SP: LEHIGH COUNTY",12.3976521295613,9
"VA0020300","ALBEMARLE PD",12.4071214327217,9
"AZ0111500","GILA RIVER POLICE DEPARTMENT",12.4087314735663,8
"VA0290200","HERNDON PD",12.40963447573,9
"MA0110300","BRAINTREE PD",12.4130137679034,8
"GA0600700","FAIRBURN PD",12.4228737234142,8
"AL0050500","ROBERTSDALE PD",12.4238047840786,8
"MA0080100","AMHERST PD",12.4277470185925,8
"MO0320000","DE KALB",12.4295683432966,8
"TX1010900","HUMBLE PD",12.4579553623376,9
"OK0740000","WASHINGTON",12.4884649931972,8
"UT0250500","PLEASANT GROVE PD",12.4920729958777,8
"CO0600000","TELLER",12.4934121586493,8
"IA0630000","MARION CO SO KNOXVILLE",12.5017693650908,8
"MI5074000","SHELBY TWP PD UTICA",12.5301484621248,9
"VA0330000","FRANKLIN CO SO ROCKY MOUNT",12.5342708540781,9
"AR0600700",NA,12.5486368092989,9
"MN0480000","MILLE LACS CO SO MILACA",12.5514896117484,7
"GA0180000","BUTTS CO SO JACKSON",12.5817869091192,9
"AR0630400",NA,12.5827556831445,8
"MI4404400","SP: LAPEER COUNTY",12.6040040678285,8
"MA314SP00","SP: WORCESTER COUNTY",12.6047115352128,7
"TN0500000","LAWRENCE CO SO LAWRENCEBURG",12.605548045673,8
"TN0790100","COLLIERVILLE PD",12.6079394529725,9
"MI5076500","STERLING HEIGHTS PD STERLING HEIGHTS",12.6285516314334,9
"TN0720000","RHEA CO SO DAYTON",12.6304697802598,9
"CA0190200","ARCADIA PD",12.6319746385051,9
"GA0220000","CARROLL CO SO CARROLLTON",12.6336930170976,9
"VT0120300","NORTHFIELD PD",12.6561340429568,8
"CA0412000","FOSTER CITY POLICE DEPARTMENT",12.6566314610549,6
"MA0122300","ROCKLAND PD",12.6670565470959,9
"OR0030300","GLADSTONE",12.6718265742976,8
"MI1773400","SAULT STE MARIE PD",12.7009245265236,8
"MDMSP5400",NA,12.7466278289692,9
"TX1160200","COMMERCE PD",12.7691730473425,9
"UT0271000","WASHINGTON PD",12.7848189756248,7
"VA1070000","DANVILLE PD",12.7956361453434,9
"NC0920500","GARNER PD",12.7961080890492,9
"SC0340100","MARION PD",12.7967801977304,9
"IA0420100","IOWA FALLS PD",12.8166906490996,8
"TN0520100","FAYETTEVILLE PD",12.831028343742,9
"NH0081600","DERRY PD",12.8379458509369,9
"VA0240100","CULPEPER PD",12.8740379753554,9
"GA1380200","VIDALIA PD",12.9052017074324,9
"IN0540100","CRAWFORDSVILLE PD",12.9251354089667,8
"AR0220000","DREW CO SO MONTICELLO",12.9525537418859,9
"NC0680300","CARRBORO PD",12.9619281760523,9
"MN0180000","CROW WING CO SO BRAINERD",12.9664717041917,7
"KS0570100","MCPHERSON PD",12.9668639230886,9
"MN0620600","NEW BRIGHTON DEPARTMENT OF PUBLIC SAFETY",12.9721275421678,7
"TX0130000","BEE CO SO BEEVILLE",12.9732067057948,9
"AR0100000","CLARK CO SO ARKADELPHIA",12.9741070532817,9
"TX1090100","HILLSBORO PD",12.9793319169683,9
"DE0020200","MIDDLETOWN PD",12.9814652652497,9
"MN0270900","HOPKINS PD",13.0248420474968,7
"MS0200000","GEORGE CO SO LUCEDALE",13.0351240437633,9
"MA0092200","HUDSON PD",13.0368537341984,9
"MS0230000","HANCOCK CO SO BAY ST LOUIS",13.0388794615244,9
"NM0030000","CHAVES CO SO ROSWELL",13.0405485861502,9
"MS0570000","PIKE CO SO MAGNOLIA",13.0478743437225,9
"CA0301500","ORANGE PD",13.0521014590192,9
"AR0350100","PINE BLUFF PD",13.0575073238083,9
"CO0030700","GREENWOOD VILLAGE",13.0646144414163,9
"KS0400100","NEWTON PD",13.076472368691,9
"MA0092700","MALDEN PD",13.0820562202496,10
"GA1140000","PIKE CO SO ZEBULON",13.0907249468355,9
"AL0260100","OZARK PD",13.1145236310611,9
"TX1260000","JOHNSON CO SO CLEBURNE",13.1156093223643,10
"IA0230300","DE WITT PD",13.1293832611906,9
"WYDI05000","BU IND AFF LAW ENF WIND RIVER AGCY FT WASHAKIE",13.1340240358369,9
"IA0360000","FREMONT CO SO SIDNEY",13.1355331842944,9
"MN0620500","MOUNDS VIEW POLICE DEPARTMENT",13.138363826221,9
"LA0270200","JENNINGS PD",13.1410867450124,9
"TX1620000","MAVERICK CO SO EAGLE PASS",13.1497052131933,10
"WA0173600","FEDERAL WAY POLICE DEPARTMENT FEDERAL WAY",13.150738512948,9
"RI0010200","BRISTOL PD",13.1903466127099,9
"KY1000000","PULASKI CO SO SOMERSET",13.2141745682483,9
"GA1260000","SPALDING CO SO GRIFFIN",13.2173284430743,9
"MN0470000","MEEKER CO SO LITCHFIELD",13.2237723801178,6
"CO0030400","GLENDALE",13.2305781016376,9
"TN0780300","PIGEON FORGE PD",13.2314528318088,9
"PA008SP00","SP: BRADFORD COUNTY",13.2365283017125,9
"VT0060000","FRANKLIN CO SO ST ALBANS",13.2573602537291,8
"MN0280000","HOUSTON CO SO CALEDONIA",13.2595607469333,5
"GA1510000","WAYNE CO SO JESUP",13.2681221698541,9
"MA0094600","WAKEFIELD PD",13.2779324540984,9
"MO0490000","JASPER",13.2803149767346,9
"WI0560100","HUDSON PD",13.3299745609581,9
"SC0020100","AIKEN PD",13.3327339760363,9
"OR0240400","STAYTON",13.339216172686,9
"NC0490000","IREDELL CO SO STATESVILLE",13.3393225403821,10
"WI0130200","MIDDLETON PD",13.3454299155037,8
"IA0330000","FAYETTE CO SO WEST UNION",13.3514812501332,8
"TN0010000","ANDERSON CO SO CLINTON",13.355868233085,9
"MO0890000","RAY",13.3632930068199,9
"ID0070000","BLAINE CO SO HAILEY",13.37436642363,7
"SD0320100","PIERRE PD",13.3763086222877,8
"VTVSP0200","STATE POLICE ST JOHNSBURY",13.3788737775627,9
"IL0720000","PEORIA CO SO PEORIA",13.3794803158452,9
"TX0810100","FAIRFIELD PD",13.3831867548429,9
"CA0360800","REDLANDS PD",13.3837457069648,9
"SC0300100","LAURENS PD",13.4106285697928,9
"ID0440100","WEISER PD",13.4128061310151,6
"TX1140000","HOWARD COUNTY SHERIFFS OFFICE",13.4134994754934,9
"TX2410100","EL CAMPO PD",13.4204814683626,10
"VA1210000","RADFORD PD",13.437723520509,9
"IA0340100","CHARLES CITY PD",13.4432454058297,9
"MO1150300","MOUNTAIN GROVE",13.4468088973015,9
"MO0190400","HARRISONVILLE",13.4714759665232,9
"OR0060200","COOS BAY",13.4868900118306,9
"WV0200600","SOUTH CHARLESTON PD",13.4870923956543,7
"MO0959A00","CHESTERFIELD",13.4945093872847,9
"GA0447200","BROOKHAVEN",13.4959121632362,10
"GA0550000","FANNIN CO SO BLUE RIDGE",13.503579123966,9
"AZ0140500","YUMA PD",13.523984891349,10
"OR0150200","CENTRAL POINT",13.5267213699983,9
"AR0040500","GENTRY PD",13.5395084573941,9
"MNDI02400","MILLE LACS TRIBAL POLICE DEPARTMENT",13.5629555595995,6
"MO0220400","CLEVER",13.5685626754892,9
"IA0170200","MASON CITY PD",13.5691835552987,8
"AR0360000","JOHNSON CO SO CLARKSVILLE",13.5837664476892,9
"TN0560000","MACON CO SO LAFAYETTE",13.6065901197701,9
"UT0181200","DRAPER PD",13.6077790242805,9
"MN0270400","CRYSTAL PD",13.6260411445537,9
"IA0810000","SAC CO SO SAC CITY",13.6323761370243,6
"VA0940000","WASHINGTON CO SO ABINGDON",13.6369219279207,9
"SD0660100","YANKTON PD",13.6387200324261,9
"CA030350X","MISSION VIEJO",13.6396347970991,9
"MS0240000","HARRISON CO SO GULFPORT",13.6510761965957,10
"WI0710100","MENASHA PD",13.6750286913754,9
"WA0272400","UNIVERSITY PLACE POLICE DEPARTMENT",13.6764365011907,9
"NJ0011100","GALLOWAY TOWNSHIP POLICE DEPARTMENT",13.6773448200826,10
"LA0290000","LAFOURCHE CO SO THIBODAUX",13.680712814248,10
"NY0036400","VESTAL TOWN PD VESTAL",13.6946451994287,9
"AL0410000","LAUDERDALE CO SO FLORENCE",13.7014753381081,10
"CO0180000","DOUGLAS",13.7299234488858,10
"MA0120100","ABINGTON PD",13.7347413003012,9
"WA0320600","AIRWAY HEIGHTS PD",13.7425576735207,9
"CO0070000","BOULDER",13.7462913838138,10
"OK0260100","CHICKASHA",13.7463355141518,9
"OH0750100","SIDNEY",13.7493066624177,9
"TX1710100","DUMAS PD",13.7575937194891,10
"PA044SP00","SP: MIFFLIN COUNTY",13.7681590323714,9
"ME0160000","YORK CO SO ALFRED",13.7994735478224,10
"AL0050200","FAIRHOPE PD",13.811377688524,9
"CA0302000","SEAL BEACH PD",13.8140906464767,9
"AR0420200","PARIS PD",13.8167838746671,9
"MO0880000","RANDOLPH",13.8475454891103,9
"MDMSP2000","STATE POLICE, FREDERICK",13.8475952873014,9
"IL1010000","WINNEBAGO CO SO ROCKFORD",13.8495180472343,10
"GA1410200","LA GRANGE PD",13.850389038882,10
"WI0720300","WISCONSIN RAPIDS PD",13.8595236179009,9
"GA0447100","DUNWOODY POLICE DEPARTMENT",13.8654382837372,10
"OKDI18000","CHICKASAW NATION",13.8664409124259,9
"IL0820000","SAINT CLAIR CO SO BELLEVILLE",13.8686870080226,9
"VA1085000","FRANKLIN PD",13.8714070724664,9
"NY0015300","COLONIE TOWN PD LATHAM",13.884898747122,9
"MO0670100","CHARLESTON",13.9510524557124,9
"TX1110000","HOOD CO SO GRANBURY",13.9515812773859,10
"MT0270000","LINCOLN CO SO LIBBY",13.9668549510719,9
"OK0140000","CLEVELAND",14.0052870014456,9
"WI0180100","EAU CLAIRE PD",14.0073628565616,9
"TX0571700","LANCASTER PD",14.0228477323712,10
"TN0490000","LAUDERDALE CO SO RIPLEY",14.0228839052212,10
"CO0360100","TRINIDAD",14.0466618172525,9
"TN0660100","UNION CITY PD",14.0535064619567,9
"MO0050200","MONETT",14.0611770969792,9
"VA1220000","RICHMOND CITY PD",14.0825848449112,10
"CA0010400","EMERYVILLE PD",14.0972326165559,9
"OR0180100","KLAMATH FALLS",14.1015599774159,9
"TX1610000","MATAGORDA CO SO BAY CITY",14.1147290070618,9
"SC0350000","MARLBORO CO SO BENNETTSVILLE",14.1170954816124,10
"TX1750000","NAVARRO CO SO CORSICANA",14.1307338210012,10
"AR0170200","ALMA PD",14.1321395202157,9
"MN0030600","THE WHITE EARTH TRIBAL POLICE DEPARTMENT",14.1485839378784,9
"MO0690000","MONROE",14.1529433434503,9
"MO0160200","JACKSON",14.1595152900081,9
"GA0440900","STONE MOUNTAIN PD",14.1775887230899,10
"ID0010200","GARDEN CITY PD",14.1838410724012,9
"IL0162A00","SCHAUMBURG PD",14.1979241334838,10
"AL0020200","PRICHARD PD",14.1987569820586,10
"PA0364000","EAST LAMPETER TWP PD LANCASTER",14.1988476250201,10
"TN0730400","ROCKWOOD PD",14.2017893592803,9
"MN0271500","ORONO PD CRYSTAL BAY",14.213591755239,8
"ME0030800","WESTBROOK PD",14.2169086198304,10
"MA0141600","GARDNER PD",14.2284470595873,10
"TN0070200","LA FOLLETTE PD",14.2474829709456,10
"NV0040000","ELKO CO SO ELKO",14.2511141126527,9
"MA0022200","PITTSFIELD PD",14.2553406443732,10
"WY0070200","RIVERTON PD",14.2585390718848,9
"MA0110500","CANTON PD",14.2675439621948,10
"OK0080100","ANADARKO",14.284164653004,10
"MI7807800","SP: SHIAWASSEE COUNTY",14.2853011647062,9
"TN0240000","FAYETTE CO SO SOMERVILLE",14.2866807069281,10
"OH0210100","DELAWARE",14.2903422291499,9
"MT0160100","BOZEMAN PD",14.3107803422899,10
"NC0420200","ROANOKE RAPIDS PD",14.3239777230135,10
"TX2490000","WISE CO SO DECATUR",14.3528820423163,10
"SC0240000","GREENWOOD CO SO GREENWOOD",14.3657463445334,10
"TN0500100","LAWRENCEBURG PD",14.3771448330435,10
"TN0020100","SHELBYVILLE PD",14.3831275051083,10
"IN0290400","WESTFIELD PD",14.3954658653482,10
"OR0270000","POLK",14.401418519691,9
"GA0790000","JASPER CO SO MONTICELLO",14.4122622546256,10
"AZ0071100","GILBERT PD",14.4126660078885,10
"NM0070200","ANTHONY",14.422391740487,10
"MI1411400","CASS CO SO CASSOPOLIS",14.4347125682613,8
"MN0640200","REDWOOD FALLS PD",14.4366745026419,6
"MN0271200","MINNETONKA PD",14.4478607069823,10
"CA0410200","BELMONT",14.4566637150972,9
"TX2360000","WALKER CO SO HUNTSVILLE",14.4802112510541,10
"CT0009400","NEWINGTON PD",14.4970434613348,10
"IN0320300","PLAINFIELD PD",14.5037786626793,10
"VT0040400","WINOOSKI PD",14.5044812815306,10
"IN0490200","LAWRENCE PD INDIANAPOLIS",14.5063066636545,10
"PA010SP00","SP: BUTLER COUNTY",14.5097297375678,10
"NY0030200","ENDICOTT VILLAGE PD ENDICOTT",14.5131395575181,10
"OH0250700","HILLIARD",14.5181053628128,9
"KS0780100","HUTCHINSON PD",14.5441953310381,10
"TX0570100","ADDISON PD",14.5670518850021,10
"MS0180000","FORREST CO SO HATTIESBURG",14.5779452724761,10
"VA0820000","ROCKINGHAM CO SO HARRISONBURG",14.5835257302866,11
"OK0160000","COMANCHE",14.5875113058663,10
"PA033SP00","SP: JEFFERSON COUNTY",14.5914262857274,10
"MA0120500","DUXBURY PD",14.5948272916085,10
"AL0200300","MUSCLE SHOALS PD",14.6089820016653,10
"PA011SP00","SP: CAMBRIA COUNTY",14.6200958166614,10
"IL0570200","NORMAL PD",14.6235236587975,10
"WA0271400","BONNEY LAKE PD",14.6367201641165,8
"CO0300500","WHEAT RIDGE",14.6469563097206,9
"KY0100100","ASHLAND PD",14.6483462853981,9
"IL0163900","GLENVIEW PD",14.6577071835404,9
"TX1000000","HARDIN CO SO KOUNTZE",14.6583760921848,10
"NY0320200","UTICA CITY PD UTICA",14.7050136602727,11
"MI0800800","SP: BARRY COUNTY",14.7088858350421,9
"MI5072200","ST CLAIR SHORES PD",14.7332489750381,10
"GA0670500","DULUTH PD",14.7660104869678,10
"CA0300000","ORANGE CO SO SANTA ANA",14.7907043153561,11
"IL0600100","ALTON PD",14.7948727359294,10
"WA0030000","BENTON CO SO PROSSER",14.7949013260648,10
"AR0280100","PARAGOULD PD",14.8108110122413,10
"MI5036000","EASTPOINTE POLICE DEPARTMENT EASTPOINTE",14.8151617175582,10
"TX2280000","TRINITY CO SO GROVETON",14.8229536718885,10
"OH0020400","LIMA",14.8330160325963,9
"MI5557500","MENOMINEE PD",14.8404415418675,10
"MI7507500","SP: ST. JOSEPH COUNTY",14.8510129350981,10
"GA0580000","FORSYTH CO SO CUMMING",14.8552563873478,11
"NC0290000","DAVIDSON CO SO LEXINGTON",14.8554009913573,11
"MA0145900","WINCHENDON PD",14.8615778384133,10
"MN0820800","OAKDALE PD",14.8884983007482,10
"AR0040000","BENTON CO SO BENTONVILLE",14.8890078624407,10
"MA0031300","NORTON PD",14.9191328507838,10
"OR0270300","MONMOUTH",14.9433339068512,8
"ND0090300","WEST FARGO PD",14.9475702002743,10
"NJ0090600","JERSEY CITY PD",14.9524326906102,11
"MO1040400","DEXTER",14.968208496763,10
"AZ0100400","SAHUARITA POLICE DEPARTMENT",14.9779366274541,10
"VTVSP1200","STATE POLICE MIDDLESEX",14.9823648836645,10
"WY0110000","LARAMIE CO SO CHEYENNE",14.9835790228331,10
"IL0822300","SWANSEA PD",15.0212656553447,10
"LA0080000","BOSSIER CO SO BENTON",15.0313069790782,11
"CO0220100","CANON CITY",15.0412496921969,9
"NY0370200","OSWEGO CITY PD OSWEGO",15.0725599696867,10
"NV0170000","WHITE PINE CO SO ELY",15.1018088780062,9
"IA0850100","AMES PD",15.1069527926534,11
"IL0849700","DEPT SP BU MNGMNT INFO ISP COMMAND CENTER",15.1269381787286,11
"MO0450000","HOWARD",15.1310552223346,10
"NM0070000","DONA ANA CO SO LAS CRUCES",15.1324137734248,10
"MI7864500","OWOSSO PD",15.1333507781505,9
"MI1435400","DOWAGIAC PD",15.1348916176972,10
"OH0184200","PARMA",15.1402849238254,10
"IL0900000","TAZEWELL CO SO PEKIN",15.1480281999843,10
"AL0011300","IRONDALE PD",15.1628595716088,11
"MI4704700","SP: LIVINGSTON COUNTY",15.1864492821002,10
"CO0030200","LITTLETON",15.1951158012952,11
"AR0290100","HOPE PD",15.2195599539182,10
"AR0560200","TRUMANN PD",15.2268894228952,10
"AZ0110100","CASA GRANDE PD",15.2535402799404,11
"CA0371500","SAN DIEGO UNIFIED PORT DIST HARBOR PD SAN DIEGO",15.2631840840187,9
"WY0030100","GILLETTE PD",15.2728492958113,10
"MI6371400","ROYAL OAK PD",15.2740853626185,10
"NM0130000","LEA CO SO LOVINGTON",15.2769258778548,11
"GA0670700","NORCROSS PD",15.2886153445728,11
"WI0540000","ROCK CO SO JANESVILLE",15.291475572916,10
"MA0145200","UXBRIDGE PD",15.3177794281872,10
"AR0730300","BEEBE PD",15.3210743398306,10
"MI1985700","DEWITT TOWNSHIP POLICE DEPARTMENT",15.3345815638551,10
"CO0180700","LONE TREE",15.3712192011259,10
"CA0300200","BREA PD",15.3773875343637,10
"MO1150000","WRIGHT",15.3844128057882,10
"TN0530100","LENOIR CITY PD",15.3962060787891,11
"MN0850200","WINONA PD",15.4150221105614,7
"OH0500900","YOUNGSTOWN",15.4276679901596,11
"KS0890000","SHAWNEE CO SO TOPEKA",15.4288628134806,10
"MA0140300","AUBURN PD",15.4355809019242,10
"MI1127600","BUCHANAN PD",15.4376836220048,10
"RI0040200","CRANSTON PD",15.4393602264322,12
"MO1130100","MARSHFIELD",15.4512789229058,10
"CA0371200","SAN MARCOS PD",15.4566706862517,11
"GA0600100","COLLEGE PARK PD",15.4692286428616,11
"MI3503500","SP: IOSCO COUNTY",15.5193865350004,10
"MO0180000","CARTER",15.530555184379,10
"CA0400800","ATASCADERO PD",15.5432661220566,11
"WV0350100","WHEELING BUREAU OF POLICE WHEELING",15.5449787034492,11
"OH0770200","BARBERTON",15.5908176608417,10
"MA0093200","NATICK PD",15.6023575809151,10
"NC0980100","WILSON PD",15.6068790589211,11
"LA0060100","DE RIDDER PD",15.6474087142975,10
"TX1630000","MEDINA CO SO HONDO",15.6530987765686,11
"GA1570000","WILKES CO SO WASHINGTON",15.6546678689886,11
"OH0570000","MONTGOMERY",15.6685972627914,11
"GA0050100","MILLEDGEVILLE PD",15.698677457009,11
"AR0220100","MONTICELLO PD",15.7108558268704,11
"TX0890100","GONZALES POLICE DEPARTMENT",15.7180433058811,12
"NJ0041100","COLLINGSWOOD PD",15.7272624193024,11
"MN0660100","FARIBAULT PD",15.7305146081289,11
"WA0310300","EVERETT PD",15.7363577158404,9
"GA1260100","GRIFFIN PD",15.7491491732507,11
"UT0250800","SPRINGVILLE CITY PD",15.7641341024071,10
"IA0790100","GRINNELL PD",15.7656531184448,10
"MI4180200","WALKER PD",15.7967618615899,11
"TX1580000","MARION CO SO JEFFERSON",15.7987148754136,11
"NC0180200","HICKORY PD",15.808214639217,11
"MI3913900","KALAMAZOO CO SO KALAMAZOO",15.822670614814,11
"GA0730000","HART CO SO HARTWELL",15.8259292233384,11
"TX1460000","LIBERTY CO SO LIBERTY",15.8286797621801,12
"OR0341200","TUALATIN",15.8404178922105,10
"MA0130300","CHELSEA PD",15.8475206849499,12
"WI0420200","SPARTA",15.8781514398971,10
"PA050SP00","SP: PERRY COUNTY",15.887794230967,11
"AL0330000","FRANKLIN CO SO RUSSELLVILLE",15.9610491604761,11
"NC0290100","LEXINGTON PD",15.988800499891,11
"TX1700500",NA,15.9977697742757,11
"IN0460000","LA PORTE CO SO LA PORTE",16.0324176939257,10
"NC0420000","HALIFAX CO SO HALIFAX",16.0352171169298,11
"TN0250000","FENTRESS CO SO JAMESTOWN",16.0378083382759,11
"MO1100400","WRIGHT CITY",16.0459571906829,11
"NM0050100","CLOVIS PD",16.0704940037647,11
"GA0750100","MCDONOUGH PD",16.0773854319746,11
"SC0110200","GAFFNEY PD",16.0825678198986,11
"CO0010400","THORNTON",16.0994114951173,12
"VA0300000","FAUQUIER CO SO WARRENTON",16.1171854338192,12
"KY0240100","HOPKINSVILLE PD",16.121456929666,11
"NC0340000","FORSYTH CO SO WINSTON-SALEM",16.122835966992,12
"TN0320100","MORRISTOWN PD",16.1270362834526,11
"LA0010000","ACADIA CO SO CROWLEY",16.1319127756205,10
"CA037A200","CITY OF SANTEE POLICE DEPARTMENT",16.1422756879087,10
"GA0330300","MARIETTA PD",16.1461522502052,12
"KY0370100","FRANKFORT PD",16.2101219251957,11
"IL0162B00","STREAMWOOD PD",16.2135603162042,11
"TX0360000","CHAMBERS CO SO ANAHUAC",16.2202283517022,11
"MN0190700","WEST ST PAUL PD",16.2373484599157,11
"NC0960000","WAYNE CO SO GOLDSBORO",16.2449444229377,12
"CO0340200","SOUTHERN UTE TRIBAL",16.2478071078735,10
"MO0140300","FULTON",16.2902593903948,11
"VT0140300","HARTFORD PD",16.3065949549921,11
"GA1550100","DALTON PD",16.3106854123463,11
"ME0060400","WATERVILLE PD",16.3362325267579,11
"AL0470100","HUNTSVILLE POLICE DEPARTMENT",16.3420597044347,12
"OH0182000","GARFIELD HEIGHTS",16.3421301085682,11
"MN0430000","MC LEOD CO SO GLENCOE",16.3500806049162,9
"CO0010800","FEDERAL HEIGHTS",16.3652116672923,12
"MA0030600","EASTON PD",16.3983337248094,11
"MA0091100","CAMBRIDGE PD",16.4000319085462,12
"MNDI07000","FOND DU LAC TRIBAL",16.4891038072377,8
"MO0956700","ST. JOHN",16.5057095798761,11
"TX0910000","GRAYSON COUNTY SHERIFFS OFFICE",16.5058017766781,11
"TN0840500","ATOKA POLICE DEPARTMENT",16.5378097646317,11
"IL0821600","O'FALLON PD",16.5471728564013,11
"MO0240700","NORTH KANSAS CITY",16.5500091876299,11
"GA0080100","CARTERSVILLE PD",16.5621102321236,11
"VA0920000","TAZEWELL CO SO TAZEWELL",16.5662262277239,10
"NC0640000","NASH CO SO NASHVILLE",16.5705933643244,11
"TN0910000","WAYNE CO SO WAYNESBORO",16.5779371174236,10
"IN0770000","SULLIVAN CO SO SULLIVAN",16.602866184423,8
"MN0191100","LAKEVILLE PD",16.6353262216612,11
"VA1120000","HARRISONBURG PD",16.6530830110178,12
"VTVSP0100","STATE POLICE WILLISTON",16.6624242171877,10
"IL0490400","FOX LAKE PD",16.6748391171264,11
"TX1830000","PANOLA CO SO CARTHAGE",16.676946840593,11
"GA0600400","ALPHARETTA PD",16.6850826663312,12
"LA0140000","CLAIBORNE CO SO HOMER",16.6856292114546,12
"MI6106100","SP: MUSKEGON COUNTY",16.6863034582657,11
"MA0111800","NORWOOD PD",16.7018661839556,12
"NJ0023100","LODI PD",16.7225747172865,12
"TX1080200","DONNA POLICE DEPT",16.7514559040945,13
"KS0230100","LAWRENCE PD",16.7642624524247,12
"WI0130000","DANE CO SO MADISON",16.7734070483767,12
"IA0580000","LOUISA CO SO WAPELLO",16.7811388690642,11
"WI0110000","COLUMBIA CO SO PORTAGE",16.7860726788748,11
"AR0720000","WASHINGTON CO SO FAYETTEVILLE",16.7878070447135,11
"MI5015000","MACOMB CO SO MT CLEMENS",16.7894972252592,12
"SC0010000","ABBEVILLE CO SO ABBEVILLE",16.7911377133919,12
"MTDI06200","ROCKY BOY'S TRIBAL PD BOX ELDER",16.8091639369158,11
"WI0560000","SAINT CROIX CO SO HUDSON",16.8109012167811,10
"LA0310200","RUSTON PD",16.8455321604383,12
"TX2320100","UVALDE PD",16.8470899264205,13
"LA0400000","RAPIDES CO SO ALEXANDRIA",16.8556313000491,12
"TN0450100","JEFFERSON CITY PD",16.8728565285339,11
"IA0250100","PERRY PD",16.8920602124854,12
"IN0300100","GREENFIELD PD",16.8926752831609,11
"MO1040000","STODDARD",16.9515958972845,11
"SC0290000","LANCASTER CO SO LANCASTER",16.9632154306213,12
"TX1120000","HOPKINS CO SO SULPHUR SPRINGS",16.9771096909028,11
"TX1080800","MC ALLEN PD",16.9997223215042,14
"MN0040100","BEMIDJI PD",17.0027123403616,8
"SC0230400","MAULDIN PD",17.003502965869,12
"IL0900300","EAST PEORIA PD",17.0044627973081,11
"OK0070000","BRYAN",17.0584460386512,11
"GA1110100","FORT VALLEY PD",17.060816512784,12
"OR0220000","LINN",17.065666332419,12
"VT0040200","ESSEX PD",17.0880170661041,11
"NV0130000","CARSON CITY SHERIFF'S OFFICE CARSON CITY",17.1181757184598,12
"VA0060000","APPOMATTOX CO SO APPOMATTOX",17.1309453818191,9
"GA0660000","GREENE CO SO GREENSBORO",17.1365327937727,11
"CA0210600","NOVATO PD",17.140828262812,13
"TN0710100","COOKEVILLE PD",17.1419251740282,12
"OH0181700","EAST CLEVELAND",17.1446107592755,11
"TN0050100","ALCOA PD",17.1713025676976,11
"IN0050100","HARTFORD CITY PD",17.176584841252,11
"SC0440100","UNION PUBLIC SAFETY DEPT CITY OF UNION",17.2010661291886,12
"VT0130200","BRATTLEBORO PD",17.2074151292312,11
"VTVSP0300","STATE POLICE RUTLAND",17.2075247219681,12
"PA016SP00","SP: CLARION COUNTY",17.2137377125709,12
"TX2350000","VICTORIA CO SO VICTORIA",17.2285512204956,12
"TN0030000","BENTON CO SO CAMDEN",17.231576191331,12
"TN0280100","PULASKI PD",17.2484246387578,12
"MI6338900","FARMINGTON HILLS POLICE DEPARTMENT",17.2519764367513,12
"AZ0020900","SIERRA VISTA PD",17.2542572431591,12
"GA0605600","SANDY SPRINGS POLICE DEPARTMENT",17.2545799662441,13
"IL0162500","DES PLAINES PD",17.2549418802536,12
"IA0770100","ANKENY PD",17.2583263040711,12
"MS0440000","LOWNDES CO SO COLUMBUS",17.2597929193798,12
"AL0620000","SO DADEVILLE",17.269966980171,12
"CT0004300","EAST HARTFORD PD",17.278123443516,13
"CA0520100","CORNING PD",17.2911679348313,12
"MS0550100","PICAYUNE PD",17.2991830927649,12
"AL0440100","ATHENS PD",17.3088595230006,12
"SC0110000","CHEROKEE CO SO GAFFNEY",17.3431366460037,12
"MI8286200","HURON TWP PD NEW BOSTON",17.3690711155384,10
"SC0340000","MARION CO SO MARION",17.3787920931752,12
"KY0590100","COVINGTON PD",17.3924478136593,12
"MN0620800","ROSEVILLE PD",17.3929583060701,10
"PA017SP00","SP: CLEARFIELD COUNTY",17.4076337497543,12
"MA0072300","WILBRAHAM PD",17.41405576386,12
"MO0810000","PHELPS",17.4649026373576,11
"AR0430400","LONOKE PD",17.4684703797962,12
"GA0140000","BROOKS CO SO QUITMAN",17.5082979230219,12
"WI0710200","NEENAH PD",17.5350512166449,12
